epoch,accuracy,loss,val_accuracy,val_loss
0,0.533990740776062,1.1554107666015625,0.6188457012176514,0.9885804653167725
1,0.6224690079689026,0.9984679818153381,0.6504088044166565,0.99496990442276
2,0.6582300662994385,0.9315990805625916,0.6472591757774353,0.9103547930717468
3,0.6740900874137878,0.8950668573379517,0.6779211163520813,0.8563617467880249
4,0.684310257434845,0.8725652098655701,0.6792084574699402,0.873776376247406
5,0.6909593939781189,0.8563429117202759,0.6707165837287903,0.938515841960907
6,0.6979012489318848,0.8415012955665588,0.6663760542869568,0.9336233735084534
7,0.706472635269165,0.8192418813705444,0.6776688694953918,0.8991225361824036
