epoch,loss,mse,val_loss,val_mse
0,0.0007901330245658755,0.0007901330245658755,0.00045866158325225115,0.00045866152504459023
1,0.00045866481377743185,0.00045866481377743185,0.00045853687333874404,0.0004585368442349136
2,0.00045865948777645826,0.00045865948777645826,0.00045857063378207386,0.0004585706046782434
3,0.0004586150171235204,0.0004586149880196899,0.0004586800350807607,0.0004586800350807607
4,0.00045856504584662616,0.00045856504584662616,0.0004585945571307093,0.00045859458623453975
5,0.0004586389404721558,0.00045863896957598627,0.00045860090176574886,0.00045860090176574886
6,0.0004586338473018259,0.0004586338181979954,0.0004586091381497681,0.0004586091381497681
